Year,Team,NextYearsWins,Wins,OffTotYds,OffTotPlays,OffTotYdsperPly,OffTot1stDwns,OffPass1stDwns,OffRush1stDwns,OffTotTurnovers,OffFumblesLost,Off1stDwnsbyPenalty,OffPassComp,OffPassComp1,OffPassYds,OffPassTds,OffPassINTs,OffPassINT,OffPassLongest,OffPassYdsperAtt,OffPassAdjYdsperAtt,OffPassYdsperComp,OffPassYdsperGame,OffPasserRating,OffPassSacksAlwd,OffPassSackYds,OffPassNetYdsperAtt,OffPassAdjNetYdsperAtt,OffPassSack,OffGameWinningDrives,OffRushYds,OffRushTds,OffRushLongest,OffRushYdsperAtt,OffRushYdsperGame,OffFumbles,OffPuntReturns,OffPRYds,OffPRTds,OffPRLongest,OffPRYdsperAtt,OffKickReturns,OffKRYds,OffKRTds,OffKRLongest,OffKRYdsperAtt,OffAllPurposeYds,X119ydFGAtt,X119ydFGMade,X2029ydFGAtt,X2029ydFGMade,X129ydFG,X3039ydFGAtt,X3039ydFGMade,X3039ydFG,X4049ydFGAtt,X4049ydFGMade,X50ydFGAtt,X50ydFGMade,X40ydFG,TotalFGAtt,OffTotFGMade,OffTotFG,OffXPAtt,OffXPMade,OffXP,OffTimesPunted,OffPuntYards,OffLongestPunt,OffTimesHadPuntBlocked,OffYardsPerPunt,FmblTds,DefINTTdsScored,BlockedKickorMissedFGRetTds,TotalTdsScored,Off2ptConvMade,DefSafetiesScored,DefTotYdsAlwd,DefTotPlaysAlwd,DefTotYdsperPlayAlwd,DefTot1stDwnsAlwd,DefPass1stDwnsAlwd,DefRush1stDwnsAlwd,DefTurnoversCreated,DefFumblesRecovered,Def1stDwnsAlwdbyPenalty,DefPassCompAlwd,DefPassAttAlwd,DefPassCompAlwd,DefPassYdsAlwd,DefPassTdsAlwd,DefPassTDAlwd,DefPassINTs,DefPassINT,DefPassYdsperAttAlwd,DefPassAdjYdsperAttAlwd,DefPassYdsperCompAlwd,DefPassYdsperGameAlwd,DefPasserRatingAlwd,DefPassSacks,DefPassSackYds,DefPassNetYdsperAttAlwd,DefPassAdjNetYdsperAttAlwd,DefPassSack,DefRushYdsAlwd,DefRushTdsAlwd,DefRushYdsperAttAlwd,DefRushYdsperGameAlwd,DefPuntReturnsAlwd,DefPRTdsAlwd,DefKickReturnsAlwd,DefKRYdsAlwd,DefKRTdsAlwd,DefKRYdsperAttAlwd,DefTotFGAttAlwd,DefTotFGMadeAlwd,DefTotFGAlwd,DefXPAttAlwd,DefXPMadeAlwd,DefXPAlwd,DefPuntsAlwd,DefPuntYdsAlwd,DefPuntYdsperAttAlwd,Def2ptConvAlwd,OffSafeties,OffRushSuccessRate,HeadCoachDisturbance,QBDisturbance,RBDisturbance,OffRunPassRatio,OffPassPly,OffRunPly,OffYdsPt,DefYdsPt,OffPassDroprate,DefPassDropRate
2008,Baltimore,9,11,51.84,1058,4.9,300,147,132,21,9,21,261,60.3,2808,16,12,2.8,70,7.1,6.6,11.8,175.5,82.8,33,277,6,5.6,7.1,2,2376,20,82,4,148.5,28,44,378,0,46,8.6,50,1007,0,39,20.1,6569,0,0,11,11,1,12,11,0.91666667,9,5,3,1,0.5,35,28,0.8,41,41,1,84,3777,74,0,45,1,5,0,42,1,3,4177,928,4.5,228,152,58,34,8,18,276,528,52.3,2875,17,3.2,26,4.9,5.9,4.4,11.3,179.7,60.6,34,257,5.1,3.6,6,1302,4,3.6,81.4,38,0,76,1720,2,22.6,22,21,0.955,25,25,1,92,3938,42.8,1,0,0.47328244,No,No,Yes,1.27038627,0.44045369,0.55954631,13.4649351,17.1188525,4.40835267,4.80769231
2009,Baltimore,12,9,56.19,1014,5.5,320,187,115,22,9,18,321,62.9,3419,21,13,2.5,72,7.1,6.8,11.3,213.7,87.4,36,218,6.3,6,6.6,2,2200,22,77,4.7,137.5,19,39,290,0,34,7.4,59,1547,1,95,26.2,7456,0,0,6,6,1,14,9,0.64285714,8,6,2,0,0.6,30,21,0.7,47,46,0.979,74,3232,60,1,43.7,1,2,0,47,0,0,4808,991,4.9,280,164,82,32,10,34,306,524,58.4,3316,17,3.2,22,4.2,6.7,5.5,11.5,207.3,71.9,32,190,6,4.8,5.8,1492,8,3.4,93.3,38,1,77,1565,0,20.3,27,24,0.889,27,27,1,79,3429,43.4,0,0,0.53349282,No,No,No,0.85714286,0.53846154,0.46153846,14.370844,18.4214559,4.34782609,5.01930502
2010,Baltimore,12,12,51.66,1018,5.1,303,175,97,20,10,31,308,62.7,3335,25,10,2,67,7.4,7.5,11.8,208.4,93.6,40,294,6.3,6.4,7.5,4,1831,11,50,3.8,114.4,22,43,319,0,35,7.4,55,1357,1,103,24.7,6842,0,0,11,11,1,9,8,0.88888889,8,7,1,0,0.77777778,29,26,0.897,39,39,1,81,3532,60,0,43.6,0,3,0,40,0,0,5102,1007,5.1,284,187,79,27,8,18,349,596,58.6,3599,22,3.7,19,3.2,6.4,5.7,10.9,224.9,76.4,27,190,5.8,5.1,4.3,1503,5,3.9,93.9,34,0,38,987,0,26,32,27,0.844,25,25,1,89,3872,43.5,1,0,0.48735632,No,No,No,0.91713748,0.521611,0.478389,14.4705882,18.8962963,2.85132383,7.6142132
2011,Baltimore,10,12,54.19,1036,5.2,312,181,98,24,12,33,314,57.7,3423,21,12,2.2,74,6.7,6.5,11.6,213.9,81.7,33,206,5.9,5.7,5.7,3,1996,15,70,4.3,124.8,24,36,345,1,68,9.6,42,1047,0,77,24.9,7017,1,1,9,9,1,12,10,0.83333333,11,9,6,1,0.58823529,39,30,0.769,40,40,1,73,3393,63,0,46.5,3,1,0,41,1,0,4622,1002,4.6,269,166,79,26,11,24,288,535,53.8,3140,11,2.1,15,2.8,6.4,5.6,11.9,196.3,68.8,48,290,5.4,4.6,8.2,1482,10,3.5,92.6,33,2,36,1050,1,29.2,31,28,0.903,26,26,1,86,0,0,0,0,0.47826087,No,No,No,0.79549393,0.55694981,0.44305019,14.3359788,17.3759399,5.73012939,5.10396975
2012,Baltimore,NA,10,56.4,1042,5.4,314,182,98,16,5,34,334,59.6,3739,22,11,2,61,7.1,7,12,233.7,86.4,38,257,6.3,6.2,6.4,3,1901,17,78,4.3,118.8,14,43,404,1,63,9.4,60,1636,2,108,27.3,7937,0,0,8,8,1,8,8,1,13,10,4,4,0.82352941,33,30,0.909,42,42,1,83,3911,60,0,47.1,0,2,0,44,1,0,5615,1086,5.2,326,187,105,25,12,34,335,557,60.1,3650,15,2.7,13,2.3,7,6.5,11.6,228.1,80.6,37,250,6.1,5.7,6.2,1965,15,4,122.8,50,0,37,859,0,23.2,39,37,0.949,31,31,1,89,0,0,0,1,0.45780051,No,No,?,0.74247492,0.57389635,0.42610365,14.1708543,16.3226744,3.41726619,4.98154982
2002,Buffalo,6,8,55.91,1054,5.3,355,218,90,31,16,47,377,61.6,3995,24,15,2.5,73,7.1,6.8,11.6,249.7,86,54,369,6,5.7,8.1,4,1596,17,34,4.1,99.8,29,30,157,0,16,5.2,71,1405,1,90,19.8,7153,0,0,8,7,0.875,10,8,0.8,10,7,5,3,0.66666667,33,25,0.758,40,40,1,67,2887,84,1,43.1,1,1,0,44,0,0,5189,999,5.2,303,160,107,19,9,36,281,495,56.8,3067,24,4.8,10,2,6.6,6.7,11.7,191.7,84.7,31,212,5.8,5.9,5.9,2122,20,4.5,132.6,29,0,76,1634,2,21.5,26,19,0.731,46,44,0.957,71,2833,39.9,1,0,0.49438202,No,No,No,0.58258258,0.63187856,0.36812144,14.7519789,13.070529,4.48504983,7.23140496
2003,Buffalo,9,6,43.48,980,4.4,268,150,96,34,17,22,293,58.4,2684,11,17,3.4,54,6.1,5,10.5,167.8,69.4,51,385,4.9,3.9,9.2,1,1664,13,64,3.9,104,36,41,248,0,35,6,63,1369,0,75,21.7,5965,0,0,12,11,0.91666667,3,3,1,7,3,2,0,0.33333333,24,17,0.708,24,24,1,85,3788,71,0,44.6,1,2,0,27,0,3,4313,1010,4.3,270,153,92,18,8,25,285,508,56.1,2707,18,3.5,10,2,5.8,5.6,10.3,169.2,76.5,38,231,5,4.8,7,1434,10,3.6,89.6,52,0,55,1080,0,19.6,31,23,0.742,26,26,1,93,3553,38.2,2,0,0.44783715,Yes,No,Yes,0.7721519,0.56428571,0.43571429,17.8930041,15.4587814,3.89344262,5.25252525
2004,Buffalo,5,9,46.91,982,4.8,271,149,102,29,12,20,262,56.8,2817,21,17,3.7,69,6.6,5.8,11.6,176.1,76.7,38,215,5.6,5,7.6,0,1874,15,48,3.9,117.1,26,46,491,2,86,10.7,63,1542,3,104,24.5,6724,0,0,14,13,0.92857143,11,10,0.90909091,3,1,0,0,0.33333333,28,24,0.857,45,45,1,78,3362,80,0,43.1,0,4,1,46,0,1,4228,978,4.3,258,150,79,39,15,29,261,486,53.7,2624,20,4.1,24,4.9,6.1,4.7,11.3,164,65.2,45,319,4.9,3.7,8.5,1604,6,3.6,100.3,37,0,77,1406,0,18.3,32,27,0.844,27,27,1,79,3215,40.7,1,0,0.45,No,Yes,No,0.96793587,0.50814664,0.49185336,11.8759494,14.8873239,6.69642857,6.69456067
2005,Buffalo,7,5,41.22,930,4.4,259,129,96,26,10,34,269,58.6,2515,18,16,3.5,65,6.2,5.4,10.6,157.2,75.4,43,337,5,4.3,8.6,1,1607,6,39,3.8,100.4,26,28,279,0,43,10,75,1992,1,99,26.6,6393,0,0,9,8,0.88888889,13,11,0.84615385,10,7,3,3,0.76923077,35,29,0.829,26,26,1,71,3242,68,0,45.7,0,1,0,26,0,1,5496,1030,5.3,343,169,146,30,13,28,314,503,62.4,3291,19,3.8,17,3.4,7.1,6.3,11.3,205.7,82.1,38,269,6.1,5.4,7,2205,22,4.5,137.8,42,0,64,1308,1,20.4,25,19,0.76,44,44,1,62,2492,40.2,0,1,0.45135135,Yes,Yes,No,0.85258964,0.53978495,0.46021505,15.2103321,14.9754768,4.27927928,4.89795918
2006,Buffalo,7,7,42.71,898,4.8,234,132,82,29,15,20,268,62.2,2719,19,14,3.2,83,7.1,6.5,11.4,169.9,84.6,47,332,5.7,5.2,9.8,3,1552,9,57,3.7,97,28,39,422,1,82,10.8,63,1503,0,88,23.9,6196,0,0,8,8,1,5,5,1,10,8,2,2,0.83333333,25,23,0.92,33,33,1,92,4012,66,0,43.6,2,2,0,33,0,0,5273,1029,5.1,298,168,117,24,11,13,324,513,63.2,3019,18,3.5,13,2.5,6.4,6,10.1,188.7,82.5,40,265,5.5,5.1,7.2,2254,14,4.7,140.9,36,0,60,1279,0,21.3,26,22,0.846,33,33,1,86,3578,41.6,0,1,0.42663043,No,Yes,Yes,0.87866109,0.53229399,0.46770601,14.2366667,16.9549839,2.8436019,7.28346457
2007,Buffalo,7,7,44.34,919,4.8,248,141,91,21,7,16,263,59.1,2634,12,14,3.1,85,6.4,5.5,10.8,164.6,73.8,26,208,5.6,4.8,5.5,5,1800,8,56,4,112.5,20,31,476,1,74,15.4,70,1448,1,103,20.7,6358,0,0,11,11,1,7,7,1,6,4,3,2,0.66666667,27,24,0.889,24,24,1,81,3302,75,0,40.8,1,2,0,25,1,2,5807,1047,5.5,322,203,104,30,12,15,354,567,62.4,3814,19,3.4,18,3.2,7,6.2,11.2,238.4,81.1,26,144,6.4,5.7,4.4,1993,15,4.4,124.6,37,0,56,1150,1,20.5,30,27,0.9,37,37,1,61,2599,42.6,0,1,0.46590909,No,No,No,0.95116773,0.5125136,0.4874864,17.5952381,16.4039548,3.91705069,4.67625899
2008,Buffalo,6,7,48.82,956,5.1,287,167,107,30,15,13,309,64.5,3040,14,15,3.1,87,6.9,6.1,10.7,190,81.3,38,262,5.9,5.1,7.4,3,1842,16,50,4.2,115.1,33,30,464,1,63,15.5,75,1816,1,98,24.2,7162,1,1,8,7,0.88888889,11,11,1,15,10,3,1,0.61111111,38,30,0.789,34,34,1,58,2557,63,0,44.1,0,3,0,35,1,0,5217,971,5.4,293,167,113,22,12,13,301,492,61.2,3271,14,2.8,10,2,7,6.6,11.4,204.4,83.2,24,170,6.3,6,4.7,1946,18,4.3,121.6,18,0,63,1247,0,19.8,41,34,0.829,34,34,1,64,2918,45.6,0,1,0.48062016,No,Yes,Yes,0.84912959,0.54079498,0.45920502,14.5297619,15.254386,5.07399577,3.69609856
2009,Buffalo,4,6,43.82,911,4.8,233,126,81,30,11,26,256,58,2515,17,19,4.3,98,6.3,5.2,10.9,157.2,71.7,46,274,5.2,4.1,9.4,2,1867,6,47,4.4,116.7,24,33,218,0,31,6.6,64,1517,0,71,23.7,6117,0,0,12,12,1,9,9,1,9,6,3,1,0.58333333,33,28,0.848,24,24,1,90,4192,73,0,46.6,0,2,0,25,0,0,5449,1086,5,310,157,134,33,5,19,295,519,56.8,2948,14,2.7,28,5.4,6,4.2,10.6,184.3,61.1,32,189,5.4,3.6,5.8,2501,19,4.7,156.3,49,0,59,1271,0,21.5,28,22,0.786,32,32,1,78,3214,41.2,2,1,0.45231608,Yes,No,No,0.87063655,0.53457739,0.46542261,16.9844961,16.7147239,5.28735632,6.0546875
2010,Buffalo,6,4,48.78,954,5.1,263,166,82,39,18,15,296,57,3158,24,21,4,65,6.5,5.6,11.4,197.4,75.2,34,213,5.7,4.9,6.1,1,1720,6,39,4.3,107.5,33,32,336,0,34,10.5,69,1458,1,95,21.1,6672,1,1,6,6,1,6,5,0.83333333,3,2,5,2,0.5,21,16,0.762,32,31,0.969,75,3180,61,0,42.4,1,2,0,34,0,0,5786,1071,5.4,335,179,138,22,11,18,294,473,62.2,3072,28,5.9,11,2.3,6.9,7,11.1,192,92.6,27,181,6.1,6.3,5.4,2714,18,4.8,169.6,32,0,57,1238,0,21.7,39,29,0.744,46,46,1,71,2989,42.1,1,0,0.4610951,No,No,No,0.72513562,0.57966457,0.42033543,17.2367491,13.6141176,5.05836576,4.06852248
2011,Buffalo,6,6,56.24,992,5.7,313,180,100,30,5,33,356,61.6,3703,24,25,4.3,60,6.7,5.6,10.8,231.4,77,23,154,6.2,5.1,3.8,2,1921,12,80,4.9,120.1,16,26,329,1,80,12.7,37,853,0,54,23.1,6960,0,0,12,11,0.91666667,7,5,0.71428571,8,5,4,2,0.58333333,31,23,0.742,41,41,1,73,3472,66,0,47.6,2,4,0,43,1,1,5938,1003,5.9,340,196,120,31,11,24,321,507,63.3,3714,30,5.9,20,3.9,7.7,7.1,12.2,232.1,90.4,29,210,6.9,6.4,5.4,2224,19,4.8,139,43,0,56,1144,0,20.4,25,21,0.84,52,51,0.981,68,0,0,0,0,0.51807229,No,No,Yes,0.65058236,0.60584677,0.39415323,15.1182796,13.6820277,4.56942004,4.40881764
2012,Buffalo,NA,6,54.86,983,5.6,301,176,103,34,17,22,309,60.5,3269,24,17,3.3,68,6.7,6.2,11.1,204.3,82.2,30,161,6,5.5,5.5,1,2217,12,62,5,138.6,23,26,445,2,88,17.1,42,1136,1,89,27,7228,1,1,3,3,1,11,10,0.90909091,7,6,2,1,0.77777778,24,21,0.875,39,39,1,80,3542,66,0,44.3,0,1,0,40,0,1,5806,1042,5.6,349,182,136,21,9,31,306,536,57.1,3473,25,4.7,12,2.2,6.8,6.8,12,217.1,84.4,36,196,6.1,6,6.3,2333,23,5,145.8,35,2,51,1144,1,22.4,28,21,0.75,51,50,0.98,72,0,0,0,0,0.5140665,Yes,Yes,?,0.81700555,0.55035605,0.44964395,15.9476744,13.3471264,5.30451866,3.57815443
2002,Carolina,11,7,42.8,960,4.5,238,133,82,40,18,23,255,55,2694,15,22,4.7,69,6.4,4.9,11.7,168.4,65.7,44,287,5.3,3.9,8.7,1,1586,11,59,3.5,99.1,28,57,487,2,87,8.5,60,1208,0,51,20.1,5975,1,1,6,4,0.71428571,4,2,0.5,11,6,3,2,0.57142857,25,15,0.6,29,29,1,105,4781,67,1,45.5,1,1,0,30,1,1,4646,1022,4.5,271,155,95,33,16,21,293,522,56.1,2993,18,3.4,17,3.3,6.4,5.6,11.4,187.1,73.4,52,336,5.2,4.5,9.1,1653,12,3.7,103.3,63,0,50,926,0,18.5,29,24,0.828,33,32,0.97,103,4254,41.3,0,0,0.405,No,Yes,Yes,0.88976378,0.52916667,0.47083333,16.5891473,15.384106,8.01781737,5.45454545
2003,Carolina,7,11,51.41,1008,5.1,284,146,114,31,15,24,270,58.7,3050,19,16,3.5,67,7,6.3,12,190.6,79.6,26,188,6.3,5.6,5.3,8,2091,9,40,4,130.7,33,45,453,1,53,10.1,60,1345,1,100,22.4,6939,0,0,13,13,1,8,6,0.75,13,11,4,2,0.76470588,38,32,0.842,30,29,0.967,81,3599,64,3,44.4,0,3,0,33,0,1,4725,996,4.7,274,161,83,26,10,30,299,522,57.3,3003,19,3.6,16,3.1,6.2,5.5,10.8,187.7,74.8,40,212,5.3,4.7,7.1,1452,11,3.3,90.8,35,1,70,1425,0,20.4,32,21,0.656,32,31,0.969,90,3780,42,0,0,0.45182013,No,No,Yes,1.07407407,0.48214286,0.51785714,15.8184615,15.5427632,5.30973451,5.16898608
2004,Carolina,11,7,52.25,991,5.3,308,192,85,26,11,31,311,58,3643,29,15,2.8,63,7.3,7.1,12.5,227.7,87,33,246,6.4,6.2,5.8,3,1582,10,71,3.7,98.9,23,28,165,0,18,5.9,61,1307,0,49,21.4,6697,0,0,11,11,1,7,5,0.71428571,2,1,5,3,0.57142857,25,20,0.8,40,39,0.975,79,3446,65,1,43.6,1,2,0,42,2,0,5382,1021,5.3,307,177,98,38,12,32,303,513,59.1,3478,18,3.5,26,5.1,7.2,5.6,12.2,217.4,72,34,225,6.4,4.9,6.2,1904,19,4,119,38,0,69,1477,0,21.4,28,20,0.714,39,39,1,64,2630,41.1,0,0,0.42091837,No,No,Yes,0.74165202,0.57416751,0.42583249,14.7183099,15.8761062,6.81818182,5.36779324
2005,Carolina,8,11,49.5,964,5.1,278,157,82,26,10,39,269,59.9,3271,25,16,3.6,80,7.8,7.3,13,204.4,88.1,28,214,6.9,6.4,5.9,4,1679,17,70,3.4,104.9,23,41,444,0,76,10.8,53,1083,0,60,20.4,6477,1,1,8,8,1,8,8,1,9,6,8,3,0.52941176,34,26,0.765,44,43,0.977,73,3154,59,0,43.2,1,2,0,45,0,0,4522,981,4.6,262,160,72,42,19,30,305,528,57.8,3057,15,2.8,23,4.4,6.3,5,11,191.1,68,45,294,5.3,4.1,7.9,1465,9,3.6,91.6,36,0,80,1702,0,21.3,27,23,0.852,22,22,1,79,3563,45.1,3,0,0.40444444,No,No,No,1.02096436,0.49481328,0.50518672,12.6598465,17.4594595,4.49438202,6.17760618
2006,Carolina,7,8,49.23,994,5,278,158,100,27,10,20,325,60.3,3264,19,17,3.2,72,6.5,5.8,10.7,204,77.9,32,222,5.7,5,5.6,2,1659,7,43,3.9,103.7,21,49,225,0,24,4.6,62,1200,0,39,19.4,6348,2,2,6,6,1,4,4,1,8,8,7,4,0.8,27,24,0.889,28,28,1,100,4554,70,1,45.5,0,2,0,28,0,1,4737,990,4.8,267,149,96,22,8,22,291,500,58.2,3000,22,4.4,14,2.8,6.5,6.2,11.2,187.5,80.8,41,265,5.5,5.2,7.6,1737,10,3.9,108.6,61,1,59,1302,0,22.1,30,24,0.8,31,31,1,98,4292,43.8,2,0,0.45244216,No,Yes,No,0.7408056,0.57444668,0.42555332,18.2333333,15.5311475,4.69924812,3.68852459
2007,Carolina,12,7,45.59,989,4.6,255,142,85,29,12,28,285,56.4,2735,19,17,3.4,74,5.8,5.1,10.3,170.9,71.9,33,206,5.1,4.4,6.1,3,1824,7,75,4,114,25,32,269,0,34,8.4,60,1146,0,60,19.1,5974,2,2,6,6,1,9,8,0.88888889,9,6,2,2,0.72727273,28,24,0.857,27,27,1,92,4038,64,0,43.9,1,1,0,28,0,0,5197,1032,5,302,174,100,30,16,28,337,537,62.8,3426,22,4.1,14,2.6,6.7,6.4,10.7,214.1,85.1,23,177,6.1,5.8,4.1,1771,13,3.8,110.7,55,1,56,1333,0,23.8,32,27,0.844,38,38,1,76,3245,42.7,0,0,0.43052392,No,Yes,Yes,0.83828996,0.54398382,0.45601618,17.0749064,14.9769452,6.43863179,5.10396975
2008,Carolina,8,12,55.95,938,6,287,152,118,19,7,17,246,59.4,3158,15,12,2.9,65,7.9,7.4,13.4,197.4,84.7,20,130,7.3,6.7,4.6,5,2437,30,69,4.8,152.3,12,42,453,0,55,10.8,60,1372,0,59,22.9,7420,0,0,7,7,1,9,9,1,12,11,3,1,0.8,31,28,0.903,46,46,1,76,3349,63,3,44.1,2,0,0,47,1,0,5299,1026,5.2,296,178,100,25,13,18,333,557,59.8,3387,19,3.4,12,2.2,6.5,6.2,10.9,211.7,81.4,37,230,5.7,5.4,6.2,1912,14,4.4,119.5,41,1,59,1292,0,21.9,28,24,0.857,32,31,0.969,80,3672,45.9,4,0,0.45684211,No,No,?,1.16129032,0.46268657,0.53731343,13.5144928,16.106383,5.81113801,6.01092896
2009,Carolina,2,8,52.97,1023,5.2,289,152,123,31,11,14,264,56.8,2799,16,20,4.3,66,6.6,5.4,11.6,174.9,70.5,33,271,5.6,4.5,6.6,3,2498,18,77,4.8,156.1,23,34,282,0,37,8.3,51,1015,0,55,19.9,6594,0,0,7,7,1,10,9,0.9,6,5,4,1,0.6,27,22,0.815,32,31,0.969,77,3396,61,1,44.1,0,1,0,35,2,2,5053,976,5.2,290,155,109,37,15,26,305,495,61.6,3056,14,2.8,22,4.4,6.6,5.1,10.7,191,71.7,31,193,5.8,4.5,5.9,1997,15,4.4,124.8,41,1,51,1267,1,24.8,27,19,0.704,33,33,1,74,3315,44.8,1,0,0.46232179,No,Yes,No,1.05421687,0.48680352,0.51319648,16.815873,16.4058442,5.26315789,7.62886598
2010,Carolina,6,2,41.35,962,4.3,225,125,78,37,16,22,256,52.9,2289,9,21,4.3,88,5.4,3.9,10.3,143.1,57,50,346,4.3,2.9,9.4,1,1846,7,60,4.3,115.4,31,39,373,0,37,9.6,74,1619,0,64,21.9,6127,0,0,9,9,1,2,2,1,14,11,4,3,0.77777778,29,25,0.862,17,17,1,95,4094,60,0,43.1,0,1,0,17,0,1,5374,1060,5.1,328,176,121,29,12,31,326,526,62,3393,19,3.6,17,3.2,6.9,6.1,11.1,212.1,81,31,224,6.1,5.4,5.6,1981,20,3.9,123.8,54,1,45,1064,0,23.6,32,29,0.906,45,45,1,76,3306,43.5,0,0,0.35714286,Yes,Yes,?,0.80149813,0.55509356,0.44490644,21.0969388,13.1715686,6.62393162,5.5984556
2011,Carolina,7,6,62.37,999,6.2,345,175,139,23,6,31,312,60.1,3829,21,17,3.3,91,7.9,7.2,13.1,239.3,84.8,35,260,6.9,6.3,6.3,1,2408,26,74,5.4,150.5,13,32,176,0,17,5.5,39,926,1,101,23.7,7599,1,1,7,7,1,9,6,0.66666667,9,8,2,0,0.72727273,28,22,0.786,45,44,0.978,66,2819,56,0,42.7,0,0,0,48,2,2,6042,972,6.2,329,191,110,24,10,28,318,490,64.9,3949,28,5.7,14,2.9,8.4,8.3,13,246.8,98.3,31,170,7.6,7.4,6,2093,18,4.6,130.8,35,3,30,811,0,27,31,27,0.871,48,48,1,52,0,0,0,0,0.49511401,No,No,?,0.8032491,0.55455455,0.44544545,15.362069,14.0839161,5.078125,3.29896907
2012,Carolina,NA,7,57.71,988,5.8,328,171,123,22,10,34,284,58,3683,19,12,2.4,82,8,7.7,13.8,230.2,86.5,36,244,7,6.7,6.8,1,2088,21,72,4.5,130.5,22,27,276,0,69,10.2,39,867,0,35,22.2,7158,0,0,5,5,1,6,6,1,7,4,3,1,0.5,21,16,0.762,44,43,0.977,77,3267,63,0,42.4,1,3,0,44,0,1,5329,1010,5.3,326,196,98,23,12,32,371,555,66.8,3568,22,4,11,2,6.9,6.8,10.4,223,91.7,39,284,6,5.9,6.6,1761,11,4.2,110.1,37,1,39,739,0,18.9,37,35,0.946,32,32,1,67,0,0,0,1,0.48307692,No,No,?,0.878327,0.53238866,0.46761134,16.1652661,14.6804408,4.12371134,5.98911071
2002,Chicago,7,4,43.95,969,4.5,260,156,79,35,17,25,310,57.1,3051,22,18,3.3,76,6.1,5.4,10.7,190.7,74.8,44,265,5.2,4.6,7.5,2,1344,8,34,3.5,84,29,38,359,0,30,9.4,83,1762,0,63,21.2,6516,0,0,4,4,1,6,5,0.83333333,10,8,8,5,0.72222222,28,22,0.786,29,29,1,87,3679,75,0,42.3,1,0,0,31,0,0,5606,1086,5.2,328,185,110,28,19,33,335,547,61.2,3530,24,4.4,9,1.6,6.9,7.1,11.3,220.6,89.7,35,252,6.1,6.2,6,2076,13,4.1,129.8,46,0,61,1361,0,22.3,44,37,0.841,34,34,1,78,3260,41.8,2,1,0.44807122,No,Yes,No,0.65076661,0.60577915,0.39422085,15.6405694,14.7915567,4.87804878,4.99075786
2003,Chicago,5,7,43.8,1001,4.4,264,143,104,29,9,17,271,52.6,2617,12,20,3.9,61,5.6,4.4,10.7,163.6,61,43,288,4.7,3.5,7.7,3,1763,13,67,4,110.2,25,39,461,1,60,11.8,73,1738,2,89,23.8,6579,1,1,4,4,1,13,9,0.69230769,14,9,4,3,0.66666667,36,26,0.722,27,27,1,81,3340,53,2,41.2,0,1,0,29,2,0,4947,992,5,289,156,104,20,5,29,326,525,62.1,3082,20,3.8,15,2.9,6.1,5.5,9.8,192.6,79.9,18,105,5.7,5.2,3.3,1536,6,3.4,96,36,0,64,1367,1,21.4,38,31,0.816,33,31,0.939,76,3070,40.4,3,0,0.46197183,Yes,Yes,Yes,0.79390681,0.55744256,0.44255744,15.4770318,14.2976879,5.38922156,5.58766859
2004,Chicago,11,5,38.16,967,3.9,230,121,84,37,21,25,249,52.9,2192,9,16,3.4,63,5.6,4.5,10.6,137,61.7,66,449,4.1,3.1,12.3,1,1624,10,54,3.8,101.5,35,46,510,1,75,11.1,74,1607,0,73,21.7,5933,0,0,7,6,0.85714286,5,2,0.4,7,4,5,3,0.58333333,24,15,0.625,22,22,1,110,4691,58,0,42.6,1,5,0,26,1,3,5390,1046,5.2,302,165,109,29,12,28,287,515,55.7,3340,23,4.5,17,3.3,6.8,6.2,12.2,208.8,78.1,35,173,6.1,5.5,6.4,2050,9,4.1,128.1,57,0,54,1160,0,21.5,36,26,0.722,35,35,1,92,3717,40.4,0,1,0.44173442,No,Yes,No,0.80074488,0.55532575,0.44467425,16.5194805,16.2839879,4.93562232,6.52173913
2005,Chicago,13,11,41.01,937,4.4,233,111,99,28,13,23,219,52.4,2002,11,15,3.6,54,5.3,4.2,10.1,125.1,61.5,31,199,4.5,3.4,6.9,1,2099,11,42,4.3,131.2,32,46,417,1,73,9.1,55,1092,0,40,19.9,5610,0,0,9,9,1,12,9,0.75,10,4,0,0,0.4,31,22,0.71,27,26,0.963,98,4006,63,1,40.9,0,4,1,28,0,0,4509,1034,4.4,259,153,83,34,10,23,313,550,56.9,2872,10,1.8,24,4.4,5.7,4.1,10.1,179.5,61.2,41,275,4.9,3.4,6.9,1637,9,3.7,102.3,39,1,63,1255,0,19.9,29,21,0.724,20,19,0.95,97,3987,41.1,0,0,0.42733189,No,Yes,No,1.08685969,0.4791889,0.5208111,15.7730769,22.3217822,6.28019324,4.23572744
