Gender,Weight,DesiredWeight,Class,BornInTN,Greek,UTFirstChoice,Churchgoer,ParentsMarried,GPA,SittingLocation,WeeklyHoursStudied,Scholarship,FacebookFriends,AgeFirstKiss,CarYear,DaysPerWeekAlcohol,NumDrinksParty,CellProvider,FreqDroppedCalls,MarriedAt,KidsBy,Computer,FastestDrivingSpeed,BusinessMajor,Major,TxtsPerDay,FootballGames,HoursWorkOut,MilesToSchool,MoneyInBank,MoneyOnHaircut,PercentTuitionYouPay,SongsDownloaded,ParentCollegeGraduate,HoursSleepPerNight,Last2DigitsPhone,NumClassesMissed,BooksReadThisYear,UseChopsticks,YourAttractiveness,Obama,HoursWorkedPerWeek,MoviesInTheater,KnowSomeoneH1N1,ReadBeacon
Male,128,125,Sophmore,Yes,Yes,No,Yes,Yes,3.97,Back,2,No,406,NA,2003,NA,NA,Verizon,Rarely,26,29,Windows,90,Yes,NonBusiness,80,8,3,2,-999,0,0,5,Yes,8,6,1,0,No,3,Yes,0,4,Yes,No
Female,120,110,Sophmore,No,No,No,No,Yes,3.1,Front,24,No,413,14,2002,1,1,ATT,Occasionally,27,27,Windows,100,No,NonBusiness,50,8,15,2,-999,45,0,5,Yes,7,49,3,4,No,3,NotVote,5,8,No,No
Female,125,120,Sophmore,No,No,Yes,No,No,3.78,Varies,3,Yes,1,14,2003,2,6,Verizon,Rarely,25,35,Windows,90,No,NonBusiness,100,5,5,15,999,45,0,10,Yes,8,9,3,4,No,3,NotVote,15,6,No,No
Male,178,180,Junior,No,No,No,Yes,Yes,2.99,Front,0.5,Yes,200,12,2007,7,7,Verizon,Rarely,28,28,Windows,110,Yes,Business,5,5,5,4,732,15,0,0,Yes,7,1,6,3,No,3,NotVote,18,5,Yes,Yes
Male,130,150,Sophmore,Yes,Yes,Yes,No,Yes,3,Middle,10,Yes,440,16,1998,3,4,Verizon,Rarely,26,28,Windows,120,No,NonBusiness,50,7,3,0,999,13,0,15,Yes,8,85,5,0,No,3,NotVote,0,2,No,No
Female,150,140,Junior,Yes,Yes,Yes,Yes,Yes,2.99,Front,2,Yes,1178,14,2002,1,6,ATT,Occasionally,26,28,Windows,95,No,NonBusiness,100,8,0,0,150,25,0,0,Yes,7,60,3,1,Yes,3,No,15,8,Yes,Yes
Male,192,182,Senior,No,No,Yes,No,Yes,2.42,Middle,2,No,428,12,2005,2,8,ATT,Often,28,30,Windows,134,No,NonBusiness,18,2,7,8,1202.53,10,100,10,Yes,5,64,7,1,No,3,No,18,7,Yes,No
Female,145,120,Junior,No,No,Yes,No,Yes,3.12,Back,2,No,468,15,2006,1,5,ATT,Rarely,24,25,Windows,100,No,NonBusiness,500,5,3,3,40,90,95,0,No,8,10,2,3,Yes,4,No,25,15,Yes,No
Male,180,170,Sophmore,Yes,Yes,Yes,No,No,3.49,Front,5,Yes,478,14,1999,3,10,Verizon,Occasionally,27,29,Windows,100,No,NonBusiness,30,8,6,1,300,12,0,5,Yes,7,56,3,4,No,3,No,0,2,Yes,Yes
Female,135,120,Sophmore,Yes,No,Yes,No,No,3.7,Middle,2,Yes,783,15,2003,3,5,Verizon,Rarely,25,28,Windows,95,No,NonBusiness,250,8,5,2,600,40,1,0,No,7,17,5,25,Yes,3,Yes,0,5,Yes,Yes
Female,135,120,Junior,Yes,No,No,No,No,1.6,Middle,2,No,300,13,2003,3,4,Verizon,Rarely,NA,NA,Mac,156,Yes,Business,15,8,5,4,2200,40,100,150,Yes,8,96,4,3,No,5,NotVote,25,15,No,Yes
Female,128,118,Sophmore,Yes,No,Yes,No,Yes,3.27,Front,8,Yes,557,15,1998,2,6,USCellar,Rarely,26,29,Mac,97,No,NonBusiness,27,10,6,0,-999,28,0,15,Yes,6,51,5,5,Yes,3,No,0,5,No,No
Female,130,120,Junior,Yes,No,Yes,No,No,3.38,Middle,4,Yes,506,13,1998,2,4,Verizon,Rarely,25,27,Windows,105,No,NonBusiness,300,6,6,0,15,50,100,4,No,7,57,1,5,Yes,4,Yes,0,8,No,No
Female,190,175,Junior,Yes,No,No,Yes,Yes,3.1,Back,2,No,1,17,2008,1,2,Verizon,Rarely,24,25,Windows,90,Yes,Business,40,1,1,65,200,20,100,20,Yes,7,4,6,0,No,3,No,15,5,No,No
Female,157,125,Junior,No,No,Yes,No,No,2.71,Middle,5,Yes,300,15,2000,1,1,USCellar,Rarely,1,25,Windows,85,Yes,Business,10,3,3,30,999,40,25,0,No,6,75,4,1,Yes,3,No,0,7,Yes,No
Female,118,115,Junior,No,No,No,No,No,3.1,Front,15,Yes,530,15,2001,1,3,Verizon,Rarely,24,25,Mac,90,Yes,Business,30,1,20,15,999,35,10,25,Yes,6,52,2,5,Yes,4,NotVote,20,5,Yes,Yes
Female,137,130,Sophmore,Yes,No,No,Yes,Yes,3.74,Back,1,Yes,300,17,2003,NA,NA,Verizon,Rarely,24,28,Windows,90,No,Business,50,2,1,1,14000,0,0,0,Yes,5,35,4,1,No,2,No,33,3,Yes,No
Female,135,120,Sophmore,Yes,No,No,Yes,Yes,3.35,Back,3,Yes,325,16,2003,1,2,USCellar,Often,25,27,Windows,90,Yes,Business,75,5,4,0,1050,15,10,2,Yes,6,92,2,2,Yes,3,No,0,2,No,Yes
Male,190,195,Junior,Yes,No,Yes,No,No,3.25,Back,5,Yes,700,16,2004,2,6,Verizon,Rarely,25,28,Windows,135,Yes,NonBusiness,40,14,12,3,4000,25,0,0,Yes,8,37,8,0,No,4,NotVote,15,6,Yes,No
Female,125,125,Sophmore,No,No,Yes,No,Yes,3.14,Front,2,Yes,77,16,1994,1,2,ATT,Rarely,21,25,Windows,102,Yes,NonBusiness,115,1,2,20,999,20,3,7,Yes,7,18,5,3,Yes,3,No,20,5,Yes,Yes
Female,140,130,Junior,Yes,Yes,Yes,Yes,Yes,3.72,Front,10,Yes,1176,11,2007,1,1,Sprint,Rarely,26,28,Windows,90,No,NonBusiness,20,2,4,0,2000,35,0,0,Yes,7,87,0,0,Yes,3,No,12,10,Yes,No
Female,109,105,Sophmore,No,No,Yes,Yes,Yes,3.89,Back,3,Yes,300,8,1994,NA,NA,USCellar,Rarely,20,NA,Windows,65,No,NonBusiness,20,0,3,15,-999,0,0,1,No,7,26,2,12,No,4,No,0,0,Yes,No
Female,125,115,Junior,Yes,No,Yes,Yes,No,2.9,Back,2,No,400,16,1999,1,1,Verizon,Rarely,22,24,Mac,105,Yes,NonBusiness,105,2,5,10,800,60,100,200,Yes,8,92,6,1,No,4,No,25,10,No,No
Female,160,130,Sophmore,Yes,No,Yes,Yes,No,3.44,Front,6,Yes,532,15,2007,4,5,Verizon,Rarely,26,28,Windows,95,No,NonBusiness,50,10,5,5,999,25,0,10,Yes,8,41,3,2,Yes,3,No,20,30,No,Yes
Female,150,130,Junior,No,No,No,No,Yes,2.8,Back,2,No,623,13,1999,3,5,Verizon,Rarely,30,2,Windows,90,No,NonBusiness,20,9,5,4,358,50,100,10,Yes,7,32,2,20,Yes,3,Yes,40,10,Yes,Yes
Female,133,128,Senior,Yes,No,No,Yes,Yes,3.3,Front,2.5,Yes,638,16,1998,1,1,ATT,Occasionally,25,26,Windows,105,No,NonBusiness,28,5,8,3,999,20,0,0,Yes,7,44,0,1,No,4,No,0,1,Yes,No
Male,180,170,Sophmore,No,No,Yes,No,Yes,2.64,Varies,3,Yes,121,16,1998,NA,NA,ATT,Rarely,NA,NA,Windows,90,No,NonBusiness,-1,0,1,22,-999,0,0,15,Yes,6,72,0,2,Yes,3,Yes,12,5,Yes,Yes
Male,154,175,Sophmore,No,No,Yes,No,Yes,3.39,Front,2,Yes,569,16,2004,1,4,Verizon,Rarely,25,30,Mac,85,Yes,NonBusiness,15,8,25,13,5000,17,0,10,No,6,46,2,0,No,4,NotVote,30,1,Yes,No
Female,137,130,Senior,Yes,No,No,No,Yes,3.61,Front,1.5,Yes,281,18,2006,0,2,Verizon,Rarely,27,NA,Mac,90,No,NonBusiness,15,0,3,19,-999,50,20,15,No,5,30,7,20,Yes,3,Yes,28,30,Yes,Yes
Female,122,115,Sophmore,Yes,Yes,Yes,Yes,Yes,3.2,Middle,3,Yes,2000,13,2004,2,4,ATT,Occasionally,25,30,Windows,100,No,NonBusiness,50,7,2,1,2500,25,0,5,Yes,8,94,1,4,No,3,No,0,8,Yes,No
Female,200,160,Sophmore,Yes,No,Yes,No,No,2.76,Middle,3,Yes,1040,16,2007,1,2,ATT,Often,26,26,Mac,125,No,NonBusiness,150,0,1,0,21.97,60,0,0,Yes,5,56,1,1,No,3,Yes,40,2,No,No
Male,160,155,Senior,No,No,Yes,Yes,Yes,2.65,Front,3,No,50,18,1988,4,8,Verizon,Rarely,24,27,Windows,100,No,NonBusiness,30,10,10,0,850,20,100,0,Yes,6,50,5,3,No,4,NotVote,0,10,Yes,No
Female,195,145,Sophmore,Yes,No,No,Yes,Yes,4,Middle,10,Yes,681,15,2002,1,4,USCellar,Often,26,27,Mac,95,No,NonBusiness,200,3,1,0,300,20,0,5,No,10,98,4,10,Yes,3,No,0,8,Yes,No
Female,137,120,Senior,Yes,No,No,Yes,Yes,2.55,Middle,3,No,980,18,2003,2,3,Sprint,Rarely,25,27,Windows,100,No,NonBusiness,300,1,2,10,300,0,0,20,No,6,41,3,5,No,5,Yes,20,2,No,No
Male,155,180,Sophmore,Yes,No,Yes,No,Yes,3.4,Middle,1.5,Yes,750,17,2000,2,6,Verizon,Rarely,25,26,Windows,115,Yes,Business,100,5,6,4,2500,15,20,75,Yes,8,52,20,0,Yes,4,NotVote,3,30,Yes,No
Female,125,125,Sophmore,Yes,No,No,No,No,3.4,Back,2,Yes,323,18,2009,0,0,Verizon,Rarely,24,26,Windows,100,Yes,Business,10,8,0,0,1000,15,0,0,Yes,6,61,10,5,No,3,NotVote,0,10,Yes,No
Female,160,150,Sophmore,Yes,Yes,Yes,Yes,Yes,2.75,Front,5,Yes,1207,15,2005,2,3,Verizon,Rarely,23,27,Mac,99,No,NonBusiness,20,7,5,3,78.89,100,0,15,Yes,5,78,5,5,No,4,No,0,3,Yes,Yes
Female,150,150,Junior,No,No,Yes,No,Yes,3.2,Middle,2,Yes,259,18,2004,NA,NA,USCellar,Occasionally,26,28,Mac,85,No,NonBusiness,30,3,17,0,-999,25,0,15,Yes,7,75,2,1,Yes,4,Yes,0,5,No,No
Male,165,165,Sophmore,Yes,No,Yes,Yes,Yes,2.33,Varies,5,No,727,16,2004,NA,NA,ATT,Rarely,24,28,Mac,100,No,NonBusiness,10,1,10,1,-999,0,100,0,Yes,8,55,2,3,No,3,NotVote,0,2,Yes,Yes
Female,134,125,Sophmore,No,No,Yes,No,Yes,3.5,Front,3,No,664,14,2008,2,4,ATT,Rarely,26,28,Windows,82,No,NonBusiness,100,9,4,0,999,45,0,0,Yes,6,21,3,5,No,4,No,0,7,Yes,No
Female,135,120,Junior,Yes,No,Yes,Yes,No,3.9,Front,6,Yes,487,16,2005,NA,NA,Verizon,Often,24,27,Mac,80,No,NonBusiness,10,6,6,5,-999,10,0,0,Yes,8,31,0,2,No,3,No,0,5,Yes,No
Male,135,140,Junior,No,No,Yes,No,Yes,2.6,Back,8,No,120,17,1997,NA,NA,USCellar,Rarely,27,30,Windows,96,Yes,Business,-1,0,20,14,-999,0,0,0,Yes,6,4,1,3,Yes,4,No,16,3,Yes,Yes
Female,138,130,Junior,No,No,No,Yes,Yes,3.2,Front,8,No,275,19,2006,NA,NA,Verizon,Rarely,23,25,Windows,95,Yes,Business,40,1,3,15,500,18,100,0,Yes,8,99,0,0,No,4,No,23,5,No,No
Male,170,185,Sophmore,Yes,No,Yes,No,No,3.48,Front,2,Yes,162,17,1999,NA,NA,Verizon,Rarely,25,25,Windows,95,No,NonBusiness,35,8,16,0,400,10,0,0,No,8,9,0,1,Yes,3,Yes,0,5,Yes,No
Male,185,180,Junior,Yes,No,Yes,No,Yes,3.3,Back,8,Yes,1200,15,1998,0,4,ATT,Rarely,25,28,Mac,101,No,NonBusiness,20,4,4,0,999,8,0,5,Yes,7,8,0,1,Yes,3,NotVote,6,3,Yes,No
Male,195,195,Junior,Yes,No,Yes,No,Yes,2.8,Middle,15,Yes,1,12,2001,5,15,Sprint,Occasionally,30,2,Mac,170,Yes,Business,50,8,10,2,850,15,30,0,Yes,5,34,10,2,Yes,5,NotVote,20,5,Yes,Yes
Male,240,180,Junior,No,Yes,Yes,Yes,Yes,2.75,Middle,5,Yes,236,16,2002,3,10,Verizon,Rarely,24,28,Windows,105,Yes,Business,50,7,12,0,-999,25,100,3,Yes,8,7,4,4,No,3,No,9,12,Yes,Yes
Male,160,170,Junior,Yes,No,No,No,Yes,3.3,Middle,4,Yes,300,15,2000,NA,NA,ATT,Occasionally,23,28,Windows,145,No,NonBusiness,300,3,6,8,-999,24,0,50,No,6,32,0,1,Yes,4,No,0,6,No,No
Male,175,170,Sophmore,Yes,No,Yes,Yes,Yes,3.4,Front,2,Yes,300,17,1996,NA,NA,Sprint,Rarely,26,28,Windows,100,No,NonBusiness,20,5,8,10,4500,0,0,10,Yes,7,41,10,1,No,4,No,20,5,Yes,No
Male,170,190,Senior,Yes,No,Yes,Yes,Yes,3.7,Middle,1,No,300,19,1997,NA,NA,ATT,Rarely,28,32,Windows,115,No,Business,-1,6,8,3,-999,0,100,144,Yes,8,15,0,2,No,3,No,22,0,No,No
Female,135,130,Sophmore,Yes,No,Yes,Yes,Yes,2,Back,2,Yes,1493,17,2000,2,6,Verizon,Rarely,25,27,Windows,90,Yes,Business,150,7,12,5,100,0,0,12,Yes,8,30,0,2,Yes,4,No,9,6,Yes,No
Female,110,110,Junior,Yes,Yes,Yes,Yes,Yes,3.25,Front,2,Yes,400,16,2002,1,2,Verizon,Rarely,23,25,Windows,100,No,NonBusiness,200,8,7,0,3000,40,0,15,Yes,5,90,3,5,No,4,No,32,2,Yes,Yes
Male,170,160,Junior,Yes,No,Yes,No,Yes,2.9,Front,2,No,500,17,2000,2,9,Verizon,Rarely,28,36,Mac,135,Yes,Business,80,8,3,2,999,0,100,30,No,6,32,4,0,Yes,4,No,0,9,Yes,Yes
Female,189,176,Senior,Yes,No,Yes,No,No,2.5,Middle,15,No,402,16,2011,2,15,USCellar,Occasionally,2,2,Mac,0,No,NonBusiness,50,0,10,5,999,55,0,20,No,6,93,5,4,Yes,3,Yes,20,5,Yes,Yes
Male,180,160,Sophmore,Yes,No,Yes,No,Yes,2.76,Back,2,Yes,106,18,2000,NA,NA,Verizon,Rarely,21,26,Windows,90,Yes,NonBusiness,100,8,2,0,-999,15,0,0,Yes,6,64,3,2,No,3,No,10,4,Yes,Yes
Male,178,185,Freshman,Yes,No,Yes,Yes,Yes,3.19,Middle,2,Yes,476,18,1994,1,6,ATT,Occasionally,30,33,Windows,125,No,NonBusiness,100,8,4,0,426,15,0,300,Yes,4,96,3,1,No,4,No,0,5,Yes,No
Male,175,165,Junior,Yes,No,Yes,Yes,Yes,3.68,Back,2,Yes,742,13,2000,2,15,Verizon,Rarely,26,29,Windows,115,Yes,NonBusiness,100,8,7,0,0,12,2,15,No,8,84,0,4,No,4,No,0,7,Yes,No
Male,180,170,Senior,Yes,No,Yes,No,Yes,3,Front,1,Yes,350,16,2003,3,9,Verizon,Rarely,28,30,Windows,125,No,NonBusiness,40,9,5,10,980,22,30,30,No,6,34,9,3,Yes,4,No,35,10,No,No
Female,175,135,Senior,Yes,No,Yes,Yes,Yes,3.72,Middle,2,Yes,588,11,2006,2,6,Verizon,Rarely,22,28,Mac,110,No,NonBusiness,15,9,6,3,5.45,35,0,1,Yes,8,5,5,7,Yes,3,Yes,0,15,Yes,Yes
Male,190,195,Junior,Yes,No,No,No,No,3.2,Back,3,Yes,320,13,2005,2,12,Verizon,Rarely,30,32,Windows,115,No,NonBusiness,20,3,10,35,999,12,0,30,Yes,8,34,1,5,Yes,4,No,0,7,Yes,No
Male,146,165,Junior,No,Yes,No,Yes,Yes,2.8,Varies,2,Yes,400,14,2000,1,4,Verizon,Rarely,25,27,Windows,105,No,NonBusiness,70,4,10,1,1050,15,0,2,Yes,8,35,5,0,No,5,No,0,6,No,No
Female,142,150,Senior,Yes,No,No,Yes,Yes,3.12,Front,2,Yes,307,17,1986,NA,NA,Verizon,Rarely,25,27,Windows,85,Yes,NonBusiness,150,0,6,0,-999,15,0,5,Yes,8,65,12,5,Yes,4,No,7,1,Yes,Yes
Female,154,139,Sophmore,Yes,No,Yes,No,No,3.26,Front,4,Yes,487,18,2008,2,5,ATT,Occasionally,27,28,Windows,65,No,NonBusiness,50,4,14,0,999,35,0,50,Yes,6,5,1,0,No,4,Yes,12,4,No,No
Male,165,160,Junior,No,No,No,Yes,Yes,4,Front,2,Yes,285,NA,2005,NA,NA,ATT,Rarely,28,30,Windows,121,Yes,Business,10,4,3,4,10000,15,0,2,Yes,7,94,0,2,No,4,No,10,5,No,No
Female,125,125,Senior,No,No,Yes,No,Yes,3.85,Front,2,No,647,18,2005,1,4,Sprint,Occasionally,28,31,Mac,95,No,NonBusiness,40,1,1,4,4000,50,0,2,Yes,5,38,0,3,Yes,4,No,20,10,Yes,No
Female,170,150,Sophmore,No,No,Yes,Yes,Yes,2.67,Back,2,Yes,886,13,2005,1,1,Verizon,Rarely,23,25,Windows,95,No,NonBusiness,150,7,10,0,230,55,0,0,Yes,6,32,2,1,No,4,No,0,6,Yes,No
Male,160,170,Junior,Yes,No,Yes,No,Yes,2.65,Middle,3,Yes,329,16,2005,1,8,Verizon,Rarely,23,23,Windows,110,Yes,Business,125,8,4,20,-999,0,20,0,Yes,6,55,1,3,Yes,5,No,38,20,Yes,No
Male,136,150,Sophmore,Yes,No,Yes,No,Yes,3.31,Middle,1,Yes,300,12,2002,NA,NA,Verizon,Rarely,28,28,Mac,90,No,Business,2,12,0,0,1000,8,0,2,Yes,6,59,10,0,No,4,NotVote,0,0,No,No
Female,130,120,Junior,Yes,No,No,Yes,No,3.7,Middle,3,Yes,756,14,2002,NA,5,Verizon,Rarely,23,NA,Windows,95,Yes,Business,150,3,2,15,-999,80,0,200,Yes,4,25,0,0,No,3,No,20,30,Yes,No
Female,160,150,Junior,No,No,Yes,Yes,Yes,2,Front,5,No,1,19,1997,1,1,Sprint,Rarely,1,1,Mac,70,No,NonBusiness,10,0,0,15,999,25,100,0,No,4,72,2,0,No,3,Yes,0,0,No,Yes
Female,125,115,Senior,No,No,Yes,No,Yes,2.5,Front,20,Yes,216,14,2003,1,3,Verizon,Rarely,25,27,Windows,90,Yes,NonBusiness,20,6,5,6,3000,0,50,15,Yes,6,65,1,1,No,3,NotVote,15,6,No,No
Male,145,160,Sophmore,No,No,No,No,Yes,3.7,Front,14,Yes,345,16,2003,2,8,USCellar,Rarely,27,34,Windows,124,No,NonBusiness,50,7,20,0,999,18,0,300,Yes,7,35,14,2,Yes,5,Yes,0,5,Yes,Yes
Male,170,170,Junior,No,No,Yes,Yes,Yes,3.05,Front,2,Yes,500,14,1992,1,3,USCellar,Rarely,25,30,Windows,120,No,NonBusiness,15,0,3,13,2500,10,100,10,Yes,7,57,3,5,Yes,4,No,25,5,No,No
Male,190,205,Junior,Yes,No,Yes,Yes,No,3.7,Back,2,Yes,150,12,2006,1,10,ATT,Rarely,26,28,Windows,145,Yes,Business,30,11,10,0,20000,0,0,0,Yes,6,71,1,0,Yes,4,No,0,8,Yes,Yes
Female,164,155,Sophmore,Yes,No,Yes,Yes,Yes,3.65,Middle,5,Yes,756,13,2004,1,5,USCellar,Rarely,26,30,Windows,86,No,NonBusiness,50,7,11,2,-999,75,0,0,Yes,8,14,2,0,No,4,NotVote,0,7,Yes,No
Female,124,118,Junior,No,No,Yes,No,No,3.25,Back,5,Yes,556,16,2003,2,3,USCellar,Rarely,25,28,Windows,95,No,NonBusiness,20,8,2,13,15.76,25,17,0,Yes,7,43,2,3,Yes,3,No,5,15,Yes,No
Male,175,175,Junior,Yes,No,Yes,Yes,Yes,3.1,Middle,1,Yes,75,16,2003,1,10,ATT,Often,25,27,Mac,140,No,NonBusiness,25,6,5,3,5000,0,50,50,No,6,47,1,0,No,3,No,45,4,Yes,No
Male,210,185,Freshman,Yes,Yes,Yes,No,No,3.7,Front,3,Yes,80,15,2004,2,6,Verizon,Rarely,24,25,Windows,100,No,NonBusiness,50,8,5,0,3780,10,25,15,No,6,71,2,0,No,3,NotVote,0,10,No,No
Male,195,205,Junior,No,No,No,Yes,Yes,3.46,Back,5,Yes,1300,15,1998,2,12,ATT,Rarely,NA,NA,Windows,120,No,NonBusiness,200,11,2,25,1245.97,0,0,15,No,6,27,5,3,No,5,NotVote,30,15,No,Yes
Male,180,180,Sophmore,No,No,No,No,Yes,3.4,Middle,12,No,1,16,1993,1,1,Sprint,Often,34,38,Mac,110,No,NonBusiness,50,0,2,10,2000,10,20,10,Yes,5,54,2,0,Yes,1,NotVote,0,0,No,No
Female,122,128,Senior,No,No,Yes,Yes,Yes,3.64,Front,12,Yes,500,17,1999,NA,NA,ATT,Often,28,30,Windows,99,No,NonBusiness,8,9,20,1,200,0,0,10,Yes,4,15,3,10,Yes,2,Yes,25,8,Yes,Yes
Female,135,125,Sophmore,No,Yes,No,No,Yes,3.2,Back,6,No,1114,14,2005,2,5,Verizon,Rarely,26,28,Windows,105,No,NonBusiness,100,6,4,0,2000,50,10,4,No,6,63,3,2,Yes,4,Yes,3,8,Yes,No
Male,155,155,Junior,No,No,Yes,No,Yes,2.8,Middle,3,No,419,14,2003,3,6,Verizon,Rarely,29,31,Windows,141,Yes,NonBusiness,150,4,3,4,999,30,0,500,Yes,8,85,20,0,Yes,4,NotVote,0,3,Yes,No
Male,160,155,Sophmore,No,Yes,Yes,No,Yes,3.03,Varies,1,Yes,330,12,1996,2,6,ATT,Occasionally,27,29,Windows,100,Yes,Business,6,3,3,5,300,15,0,50,Yes,8,66,12,1,No,5,Yes,0,2,Yes,No
Male,155,155,Sophmore,Yes,No,Yes,No,Yes,2.8,Middle,2,Yes,680,16,1998,2,7,Verizon,Rarely,26,32,Windows,134,Yes,Business,5,8,3,2,3,15,100,50,No,6,96,6,2,Yes,4,Yes,0,6,Yes,No
Female,135,128,Sophmore,Yes,Yes,Yes,Yes,Yes,3,Back,2,Yes,950,14,2000,3,5,Verizon,Rarely,30,NA,Windows,100,No,NonBusiness,15,5,4,0,-999,35,0,0,Yes,8,95,5,1,Yes,5,No,18,6,Yes,Yes
Male,224,205,Sophmore,Yes,No,No,No,Yes,2.68,Back,7,No,371,NA,1989,1,2,Verizon,Rarely,28,32,Windows,97,No,NonBusiness,10,7,9,0,-999,10,15,0,Yes,7,56,2,3,No,3,Yes,0,3,Yes,Yes
Female,130,115,Sophmore,No,No,Yes,Yes,No,3.14,Middle,3,Yes,515,16,2006,1,1,ATT,Occasionally,25,28,Windows,97,Yes,NonBusiness,50,8,0,2,5500,12,100,20,No,6,48,1,6,No,4,No,19,12,Yes,Yes
Female,135,130,Junior,Yes,Yes,Yes,No,Yes,2.97,Front,9,Yes,2000,11,2008,3,7,ATT,Rarely,27,29,Windows,100,No,NonBusiness,30,11,6,2,800,60,0,30,Yes,7,0,10,3,Yes,4,No,0,15,Yes,Yes
Female,135,127,Sophmore,No,Yes,Yes,Yes,Yes,3,Front,6,No,990,16,2005,2,5,Verizon,Often,27,30,Windows,115,Yes,NonBusiness,200,6,3,0,2300,50,0,25,Yes,7,93,4,0,Yes,4,No,0,8,Yes,No
Male,155,170,Sophmore,Yes,No,No,Yes,Yes,3.3,Middle,2,Yes,1180,14,2001,1,5,ATT,Occasionally,25,26,Windows,120,No,NonBusiness,50,8,20,0,7000,15,0,50,Yes,7,24,3,0,No,4,No,0,5,Yes,No
Female,110,105,Senior,No,No,Yes,Yes,Yes,2.99,Front,4,No,327,18,2001,1,1,ATT,Occasionally,25,30,Mac,80,No,NonBusiness,50,3,8,0,999,15,100,12,Yes,6,16,2,15,Yes,3,Yes,11,13,Yes,Yes
Female,125,120,Junior,No,No,Yes,Yes,Yes,3.3,Front,10,Yes,332,1,2002,3,2,Verizon,Occasionally,25,28,Windows,98,No,NonBusiness,50,2,4,2,40,25,0,50,Yes,7,17,1,10,Yes,3,No,0,10,Yes,No
Female,135,120,Junior,No,No,Yes,No,Yes,3.53,Front,2,Yes,1,15,2005,1,1,Sprint,Often,25,27,Mac,92,No,NonBusiness,100,7,10,3,100,40,20,10,Yes,7,22,0,5,Yes,3,No,0,2,No,No
Female,120,120,Sophmore,Yes,No,Yes,No,Yes,3.2,Front,4,Yes,343,17,1997,2,8,Sprint,Rarely,25,30,Mac,95,No,NonBusiness,100,6,0,0,999,50,100,0,Yes,6,12,4,2,Yes,4,No,0,3,No,No
Female,123,115,Sophmore,No,No,Yes,No,Yes,2.8,Middle,2,Yes,1025,15,2002,2,8,ATT,Rarely,27,29,Mac,90,Yes,Business,200,12,20,2,650,30,0,0,Yes,6,18,1,2,No,4,No,0,5,Yes,No
Male,172,172,Senior,Yes,No,Yes,Yes,Yes,3.2,Front,1.5,Yes,400,14,2004,2,7,Verizon,Rarely,28,31,Mac,105,No,NonBusiness,15,8,4,0,600,15,10,0,Yes,7,38,1,7,Yes,4,NotVote,18,3,Yes,Yes
Male,285,200,Sophmore,Yes,No,Yes,No,Yes,2.89,Front,0,Yes,215,14,1995,2,7,Verizon,Rarely,27,30,Mac,185,Yes,Business,8,2,4,6,999,10,100,0,No,8,44,3,0,No,3,NotVote,25,0,No,Yes
Female,165,145,Sophmore,Yes,Yes,Yes,No,No,3.4,Front,3,No,545,16,2000,3,5,Verizon,Rarely,26,26,Windows,90,No,NonBusiness,25,6,3,0,45,30,0,0,Yes,8,41,5,4,No,3,Yes,0,15,Yes,No
Male,150,165,Sophmore,No,Yes,No,No,Yes,3.36,Front,2,No,500,12,1998,4,10,ATT,Rarely,27,30,Windows,105,Yes,Business,30,10,2,0,500,0,0,5,Yes,9,75,4,0,No,4,No,15,3,Yes,Yes
Male,200,190,Sophmore,Yes,Yes,Yes,No,Yes,3.6,Middle,1.5,Yes,600,13,2004,3,10,Verizon,Rarely,25,28,Windows,105,No,NonBusiness,30,9,2,0,100,10,0,10,Yes,8,66,3,0,No,3,Yes,0,5,Yes,No
Male,195,180,Junior,Yes,Yes,Yes,Yes,No,2.75,Front,3,Yes,666,15,2004,3,6,Verizon,Rarely,26,30,Windows,125,Yes,Business,300,8,4,0,4000,15,0,0,Yes,6,23,12,1,No,5,No,0,4,Yes,No
Female,125,125,Sophmore,No,No,Yes,Yes,Yes,3.98,Front,5,Yes,602,17,1996,1,1,ATT,Occasionally,23,29,Mac,80,No,NonBusiness,40,2,7,0,546,30,100,5,Yes,7,79,2,0,No,3,No,15,18,Yes,No
Female,135,125,Junior,Yes,Yes,Yes,Yes,Yes,3.27,Back,2,Yes,1078,14,2001,3,5,Verizon,Occasionally,25,27,Windows,100,No,NonBusiness,100,7,4,5,-999,30,0,10,Yes,7,11,2,0,No,3,No,0,15,Yes,No
Female,115,115,Sophmore,Yes,No,Yes,No,Yes,3.97,Middle,3.5,Yes,299,15,1999,1,3,ATT,Occasionally,28,NA,Windows,90,No,Business,10,7,0,0,6000,35,0,0,Yes,7,54,4,4,Yes,4,No,0,6,Yes,No
Female,131,125,Sophmore,No,No,Yes,Yes,Yes,3.22,Front,2,No,550,15,2001,2,4,ATT,Rarely,25,26,Windows,88,No,NonBusiness,-1,9,12,0,16,20,66,10,Yes,7,70,0,6,No,3,No,20,5,No,No
Male,180,180,Junior,Yes,No,Yes,No,No,2.71,Back,4,Yes,368,13,1994,5,12,Verizon,Rarely,30,36,Windows,150,Yes,Business,30,12,3,1,-999,0,0,50,No,8,6,7,0,Yes,5,NotVote,12,12,Yes,No
